"veh_value","exposure","veh_body","veh_age","gender","area","agecat"
2.77,0.7446954141,"HBACK","2","M","A","2"
1.85,0.8678986995,"HBACK","2","F","B","2"
1.5,0.5366187543,"HBACK","2","M","C","1"
1.4,0.3613963039,"SEDAN","3","F","B","4"
3.87,0.2162902122,"STNWG","2","F","B","2"
0.69,0.9993155373,"HBACK","4","F","A","3"
1.81,0.4380561259,"HBACK","2","F","C","4"
0.41,0.1396303901,"HBACK","4","F","A","4"
1.21,0.2984257358,"COUPE","4","M","B","3"
3.17,0.1697467488,"STNWG","3","M","C","2"
1.32,0.2737850787,"SEDAN","3","F","C","3"
2.399,0.9993155373,"SEDAN","1","M","A","6"
1.75,0.514715948,"SEDAN","2","M","C","6"
4.73,0.7008898015,"STNWG","1","M","E","5"
1.01,0.5229295003,"STNWG","3","F","A","3"
0.96,0.1177275838,"HBACK","4","M","C","3"
1.81,0.7665982204,"STNWG","4","M","E","2"
2.5485,0.9993155373,"SEDAN","1","M","C","6"
0.53,0.4161533196,"HBACK","4","F","B","2"
0.81,0.2546201232,"HBACK","3","F","D","1"
0.72,0.6461327858,"HBACK","3","F","B","1"
0.51,0.8815879535,"STNWG","4","M","C","2"
1.56,0.9965776865,"HBACK","2","F","C","3"
0.45,0.4106776181,"SEDAN","4","M","B","2"
0.34,0.5201916495,"PANVN","4","F","D","4"
1.88,0.5229295003,"SEDAN","3","F","A","1"
0.86,0.0027378508,"SEDAN","3","F","B","3"
0.55,0.9993155373,"HBACK","4","F","D","6"
0.79,0.8350444901,"HBACK","3","F","B","4"
1.49,0.2217659138,"HBACK","1","F","C","4"
0.31,0.2902121834,"HBACK","4","M","C","6"
4.06,0.8514715948,"STNWG","3","M","F","5"
1.71,0.0164271047,"HBACK","2","M","B","6"
3.46,0.424366872,"STNWG","2","F","C","3"
1.83,0.0109514031,"PANVN","3","M","A","1"
1.98,0.5831622177,"SEDAN","2","M","D","5"
0.77,0.4791238877,"SEDAN","4","F","A","3"
1.43,0.3668720055,"HBACK","1","F","E","5"
2.98,0.2929500342,"STNWG","1","F","E","4"
0.71,0.1615331964,"SEDAN","4","F","D","4"
0.71,0.3997262149,"SEDAN","4","M","B","5"
1.73,0.9363449692,"HBACK","1","M","C","6"
0.77,0.6707734428,"HBACK","4","F","D","4"
3.86,0.501026694,"STNWG","3","M","A","5"
1.62,0.4544832307,"HBACK","1","M","A","3"
4.79,0.3285420945,"STNWG","2","M","E","4"
0.87,0.7939767283,"HBACK","4","M","B","2"
3.52,0.5749486653,"STNWG","2","F","D","2"
1.87,0.5256673511,"SEDAN","2","F","C","3"
2.04,0.7392197125,"STNWG","3","M","F","5"
1.62,0.334017796,"STNWG","4","M","B","1"
1.12,0.4928131417,"SEDAN","3","F","A","3"
1.77,0.5448323066,"STNWG","2","M","C","6"
3.17,0.900752909,"TRUCK","3","M","E","5"
0.5,0.553045859,"STNWG","4","M","C","3"
2.198,0.2737850787,"SEDAN","1","F","C","4"
1.51,0.8459958932,"MIBUS","4","M","B","5"
1.58,0.9883641342,"STNWG","3","M","A","2"
1.23,0.0219028063,"HBACK","1","F","B","5"
1.17,0.3121149897,"SEDAN","3","F","B","6"
1.52,0.7967145791,"HBACK","2","F","C","6"
1.43,0.6160164271,"STNWG","4","M","C","2"
2.78,0.4380561259,"TRUCK","3","M","A","4"
1.45,0.5338809035,"UTE","3","M","A","5"
1.26,0.4161533196,"HBACK","2","M","A","4"
2.56,0.810403833,"HDTOP","1","F","A","1"
0.73,0.9144421629,"SEDAN","4","F","C","6"
5.33,0.2546201232,"STNWG","1","M","A","3"
1.76,0.7748117728,"HBACK","1","F","B","1"
1.22,0.7255304586,"HDTOP","4","M","D","2"
2.69,0.7036276523,"UTE","2","F","C","2"
0.31,0.0547570157,"HBACK","4","F","C","2"
2.3,0.9171800137,"PANVN","2","M","C","3"
2.99,0.9281314168,"STNWG","2","M","A","2"
2.94,0.8733744011,"STNWG","3","F","F","4"
3.18,0.3887748118,"STNWG","2","F","A","5"
0.81,0.5831622177,"HBACK","4","F","B","5"
1.03,0.6488706365,"HBACK","2","F","A","4"
1.37,0.1806981519,"HBACK","1","F","E","4"
5.87,0.3230663929,"SEDAN","1","F","A","5"
3.45,0.9144421629,"HDTOP","2","M","F","4"
0.89,0.2902121834,"HBACK","3","F","E","4"
1.18,0.7282683094,"SEDAN","3","M","B","4"
1.77,0.6242299795,"SEDAN","1","F","B","5"
1.77,0.6242299795,"SEDAN","3","F","A","1"
0.62,0.3915126626,"HBACK","4","F","B","6"
0.69,0.6351813826,"HBACK","3","F","A","3"
2.81,0.4407939767,"STNWG","1","M","C","5"
0.37,0.8733744011,"HBACK","4","M","A","2"
1.74,0.8268309377,"STNWG","4","F","A","2"
0.43,0.6981519507,"SEDAN","4","F","B","2"
1.42,0.9637234771,"HBACK","2","M","C","1"
1.49,0.5612594114,"HBACK","1","F","C","4"
2.39,0.9089664613,"HDTOP","2","M","C","4"
1.3,0.6379192334,"HBACK","1","F","A","3"
1.71,0.7173169062,"HBACK","2","M","C","4"
1.74,0.7802874743,"SEDAN","2","M","C","5"
1.6,0.6872005476,"SEDAN","2","F","E","4"
2.13,0.1998631075,"STNWG","2","M","E","3"
3.5,0.9664613279,"UTE","1","M","F","4"
1.35,0.643394935,"HBACK","3","M","C","1"
1.43,0.2655715263,"HBACK","2","F","B","6"
4.19,0.4544832307,"SEDAN","1","M","C","5"
0.98,0.6324435318,"UTE","3","F","C","2"
1.21,0.7611225188,"HBACK","3","F","B","4"
0.87,0.6214921287,"TRUCK","4","M","D","3"
1.48,0.5420944559,"SEDAN","2","F","B","3"
1.46,0.2655715263,"HBACK","2","F","D","3"
1.27,0.4325804244,"STNWG","4","F","E","3"
0.34,0.6242299795,"SEDAN","4","M","C","5"
2.43,0.7994524298,"SEDAN","1","F","C","3"
1.84,0.720054757,"HBACK","2","F","D","6"
1.82,0.4435318275,"SEDAN","2","F","D","6"
1.17,0.8843258042,"HBACK","3","F","D","3"
2.31,0.6707734428,"HBACK","1","M","C","3"
1.15,0.6406570842,"HBACK","4","M","A","4"
4.79,0.3449691992,"COUPE","2","M","A","3"
2.07,0.5776865161,"SEDAN","2","F","A","4"
1.37,0.3066392882,"SEDAN","3","M","C","5"
4.73,0.7857631759,"STNWG","1","M","E","3"
3.549,0.4709103354,"STNWG","1","F","A","4"
2.198,0.4982888433,"SEDAN","1","F","B","1"
1.98,0.9062286105,"SEDAN","3","M","C","1"
1.32,0.6680355921,"STNWG","4","M","D","2"
1.1,0.6242299795,"STNWG","4","F","D","2"
0.5,0.1642710472,"STNWG","4","M","C","5"
0.34,0.6954140999,"PANVN","4","F","F","1"
0.97,0.219028063,"SEDAN","3","F","C","5"
2.71,0.7912388775,"STNWG","3","F","C","4"
0.71,0.7693360712,"SEDAN","4","F","B","5"
2.02,0.1943874059,"HBACK","1","M","C","5"
1.34,0.5284052019,"SEDAN","2","F","B","5"
0.53,0.6516084873,"HBACK","4","F","C","5"
1.04,0.9801505818,"SEDAN","3","F","C","4"
6.05,0.1916495551,"STNWG","2","M","B","5"
1.31,0.8049281314,"HBACK","2","F","A","6"
2.02,0.7227926078,"PANVN","2","M","B","4"
0.82,0.5229295003,"HBACK","4","M","A","2"
1.79,0.2299794661,"SEDAN","1","F","B","1"
4,0.6625598905,"STNWG","3","F","F","3"
1.578,0.5776865161,"HBACK","1","M","A","4"
0.82,0.1533196441,"SEDAN","4","F","E","1"
0.84,0.476386037,"HBACK","4","F","A","3"
1.27,0.4955509925,"STNWG","4","F","A","3"
1.74,0.7036276523,"HBACK","2","F","E","4"
3.72,0.5804243669,"STNWG","2","M","F","6"
0.37,0.2272416153,"SEDAN","4","M","C","6"
0.69,0.2929500342,"SEDAN","4","M","A","2"
2.13,0.4325804244,"SEDAN","2","M","C","6"
1.74,0.5092402464,"STNWG","4","M","C","2"
1.22,0.8514715948,"STNWG","4","F","C","6"
2.99,0.9828884326,"STNWG","3","F","A","5"
1.84,0.6570841889,"HBACK","2","F","A","5"
1.36,0.8076659822,"UTE","3","M","A","3"
3.93,0.9089664613,"TRUCK","2","M","E","2"
0.72,0.5338809035,"HBACK","3","F","C","5"
0.98,0.1122518823,"SEDAN","4","F","A","2"
1.07,0.8651608487,"SEDAN","3","F","E","3"
3.34,0.4435318275,"MCARA","3","M","D","4"
1.84,0.6926762491,"SEDAN","2","M","C","6"
3.11,0.4955509925,"STNWG","3","M","A","4"
4.11,0.887063655,"STNWG","1","F","F","1"
3.77,0.0246406571,"STNWG","2","F","F","6"
3.26,0.7446954141,"STNWG","2","M","E","4"
1.03,0.6351813826,"HBACK","2","F","C","1"
1.3,0.6570841889,"HBACK","2","M","C","3"
1.72,0.7063655031,"HBACK","2","F","A","5"
4.28,0.5311430527,"STNWG","2","M","A","3"
1.36,0.7282683094,"HBACK","3","F","C","5"
1.06,0.5694729637,"HBACK","4","F","E","2"
1.65,0.6625598905,"UTE","2","M","B","2"
1.4,0.1040383299,"HBACK","2","F","B","6"
1.3,0.9089664613,"HDTOP","4","F","A","2"
0.73,0.9199178645,"HBACK","3","F","C","1"
2.84,0.6954140999,"SEDAN","3","F","E","4"
2.42,0.1752224504,"STNWG","3","M","E","3"
3.21,0.758384668,"STNWG","1","M","A","5"
1.43,0.4134154689,"STNWG","4","F","F","2"
1.17,0.0328542094,"HBACK","2","F","F","1"
0.72,0.7912388775,"HBACK","4","F","C","1"
0.98,0.2464065708,"HBACK","3","F","B","3"
2.24,0.7501711157,"STNWG","3","M","E","3"
3.57,0.9199178645,"UTE","2","F","F","4"
0.44,0.334017796,"HBACK","4","F","B","6"
0.53,0.5859000684,"HBACK","4","F","A","6"
0.54,0.3093771389,"HBACK","4","F","E","6"
1.49,0.257357974,"SEDAN","3","F","B","5"
2.58,0.5037645448,"TRUCK","1","M","B","3"
0.9,0.4517453799,"SEDAN","3","M","D","5"
1.55,0.6269678302,"HBACK","2","F","C","2"
1.39,0.8569472964,"HBACK","1","F","A","1"
0.96,0.8323066393,"UTE","4","M","E","5"
1.3,0.6160164271,"HBACK","1","M","A","1"
1.04,0.6379192334,"HBACK","3","F","C","1"
2.03,0.9993155373,"SEDAN","1","F","C","5"
1.68,0.8076659822,"HBACK","3","F","B","4"
1.55,0.8213552361,"HDTOP","4","M","A","5"
1.01,0.2080766598,"HBACK","3","F","B","4"
1.65,0.6461327858,"SEDAN","2","F","E","2"
1.4,0.295687885,"HBACK","1","F","A","4"
2.77,0.5092402464,"SEDAN","1","F","F","1"
1.86,0.8569472964,"HBACK","1","M","A","5"
0.48,0.3969883641,"SEDAN","4","M","C","6"
3.15,0.6680355921,"MIBUS","2","F","A","3"
9.43,0.2984257358,"SEDAN","3","M","A","3"
0.65,0.4709103354,"SEDAN","4","F","C","5"
1.24,0.2600958248,"HBACK","3","F","B","3"
0.43,0.8432580424,"HBACK","4","M","A","5"
1.92,0.5968514716,"SEDAN","1","F","C","4"
2.56,0.5037645448,"STNWG","3","F","B","2"
2.96,0.5092402464,"HDTOP","1","F","C","3"
1.77,0.8706365503,"SEDAN","2","F","B","2"
1.99,0.3175906913,"STNWG","3","F","D","1"
0.72,0.1505817933,"COUPE","4","F","A","2"
2.23,0.9281314168,"STNWG","3","M","A","3"
1.24,0.5119780972,"HBACK","2","F","E","3"
1.41,0.9746748802,"SEDAN","3","F","C","2"
1.91,0.6789869952,"SEDAN","2","F","C","3"
1.05,0.6242299795,"SEDAN","4","F","B","2"
5.35,0.9472963723,"STNWG","2","M","C","3"
0.41,0.59137577,"UTE","4","F","C","4"
1.47,0.5503080082,"HBACK","2","F","F","2"
1.43,0.3258042437,"SEDAN","2","F","B","5"
2.47,0.462696783,"STNWG","2","M","D","2"
1.73,0.5804243669,"PANVN","3","M","A","2"
1.29,0.3394934976,"STNWG","4","M","A","4"
0.89,0.2819986311,"SEDAN","3","F","E","3"
2.18,0.8651608487,"SEDAN","3","M","B","4"
1.17,0.1122518823,"STNWG","4","M","D","4"
1.83,0.8898015058,"SEDAN","2","F","D","3"
0.46,0.2792607803,"SEDAN","4","F","B","2"
1.95,0.0711841205,"SEDAN","2","M","B","2"
1.1,0.3422313484,"SEDAN","3","F","B","4"
1.67,0.5776865161,"TRUCK","1","M","B","2"
1.35,0.6379192334,"HBACK","3","M","C","4"
2.3,0.2217659138,"STNWG","2","F","C","3"
0.81,0.7885010267,"PANVN","4","M","A","4"
2.03,0.9993155373,"SEDAN","1","F","C","3"
1.3,0.93908282,"HBACK","3","F","C","4"
4.349,0.5639972621,"UTE","1","M","F","2"
2.03,0.2929500342,"SEDAN","2","M","C","3"
1.03,0.2655715263,"SEDAN","3","M","C","4"
1.91,0.1067761807,"SEDAN","1","F","C","4"
2.92,0.1232032854,"STNWG","3","M","B","4"
1.07,0.9281314168,"SEDAN","3","F","B","5"
3.58,0.7693360712,"STNWG","2","F","D","4"
1.67,0.3586584531,"SEDAN","2","M","C","3"
5.633,0.6543463381,"STNWG","1","F","C","2"
3.43,0.1177275838,"STNWG","1","M","C","4"
2.198,0.4544832307,"HBACK","1","F","A","5"
1.06,0.3613963039,"HBACK","4","M","B","3"
3.21,0.1396303901,"HDTOP","3","M","C","5"
1.44,0.4900752909,"PANVN","4","F","B","2"
0.98,0.4544832307,"SEDAN","4","F","B","3"
0.31,0.0465434634,"SEDAN","4","F","A","3"
1.47,0.5420944559,"SEDAN","2","M","A","2"
1,0.9993155373,"HBACK","4","F","A","5"
2.39,0.1587953457,"STNWG","2","F","C","3"
2.91,0.0191649555,"STNWG","1","M","C","3"
1.31,0.0164271047,"HDTOP","4","M","C","5"
3.4,0.090349076,"UTE","2","M","A","1"
1.54,0.1533196441,"SEDAN","2","F","B","3"
1.64,0.1779603012,"SEDAN","3","M","B","5"
2.35,0.7857631759,"STNWG","3","F","C","3"
2.42,0.334017796,"MCARA","3","M","D","3"
0.77,0.8624229979,"SEDAN","4","F","B","4"
2.75,0.2546201232,"STNWG","1","M","F","1"
1.52,0.2847364819,"HBACK","2","F","E","4"
0.82,0.8898015058,"SEDAN","4","F","A","3"
3.34,0.6461327858,"STNWG","3","F","D","4"
4.15,0.6324435318,"STNWG","2","M","F","3"
3.3,0.7967145791,"SEDAN","1","M","A","5"
2.74,0.2327173169,"STNWG","1","M","A","6"
0.44,0.8158795346,"HBACK","4","F","C","3"
1.45,0.4353182752,"HBACK","3","F","A","3"
1.45,0.9856262834,"SEDAN","3","M","C","2"
1.31,0.8761122519,"HBACK","1","M","B","5"
1.42,0.6981519507,"HBACK","1","F","C","2"
1.32,0.59137577,"STNWG","4","M","A","2"
0.36,0.9965776865,"SEDAN","4","F","A","6"
1.92,0.2600958248,"TRUCK","3","F","E","5"
4.299,0.3997262149,"UTE","1","M","D","3"
1.47,0.2874743326,"SEDAN","3","F","B","3"
3.58,0.8350444901,"STNWG","2","F","E","5"
1.17,0.0876112252,"HBACK","1","F","B","1"
2.77,0.2902121834,"STNWG","3","F","D","3"
1.18,0.2683093771,"STNWG","4","M","C","4"
1.32,0.6461327858,"UTE","4","F","C","3"
0.71,0.2765229295,"SEDAN","4","F","D","5"
1.47,0.7748117728,"UTE","4","M","C","3"
0.91,0.038329911,"SEDAN","3","M","C","3"
3.12,0.5804243669,"STNWG","1","M","E","3"
6,0.6598220397,"COUPE","1","M","A","3"
0.97,0.4134154689,"UTE","4","F","C","2"
1.06,0.2655715263,"HBACK","4","F","C","2"
1.16,0.4955509925,"STNWG","4","M","C","5"
0.68,0.2381930185,"HBACK","4","F","C","4"
3.199,0.6598220397,"STNWG","1","F","C","5"
0.72,0.0438056126,"TRUCK","3","M","E","3"
1.91,0.5119780972,"STNWG","4","M","C","6"
1.41,0.9582477755,"SEDAN","3","F","D","6"
1.29,0.8240930869,"SEDAN","3","M","B","4"
1.77,0.6652977413,"SEDAN","2","F","D","5"
1.19,0.9062286105,"HBACK","2","F","A","1"
3.01,0.5749486653,"TRUCK","2","F","E","2"
1.399,0.4407939767,"HBACK","1","F","C","6"
1.26,0.3039014374,"HBACK","2","F","B","4"
4.37,0.5585215606,"STNWG","1","M","C","5"
2.99,0.5886379192,"HDTOP","1","F","A","3"
0.77,0.8514715948,"SEDAN","4","F","A","3"
2.06,0.9801505818,"SEDAN","2","F","F","4"
1.349,0.8405201916,"HBACK","1","M","C","5"
0.72,0.2491444216,"HBACK","4","M","C","3"
1.4,0.1259411362,"HBACK","1","F","A","4"
1.16,0.052019165,"HDTOP","4","F","C","2"
2.06,0.8925393566,"UTE","4","M","F","3"
2.67,0.34770705,"SEDAN","1","M","C","4"
2.46,0.8213552361,"HBACK","3","F","B","4"
2.28,0.7611225188,"HBACK","2","F","C","4"
0.73,0.8678986995,"SEDAN","4","M","A","3"
0.79,0.2874743326,"HBACK","3","F","D","3"
2.04,0.3805612594,"STNWG","3","M","A","5"
1.2,0.6379192334,"UTE","4","M","D","5"
1.68,0.7748117728,"HBACK","3","F","C","6"
1.55,0.7802874743,"COUPE","4","M","B","3"
5.699,0.9993155373,"STNWG","1","M","A","2"
1.78,0.1341546886,"SEDAN","2","M","C","5"
0.92,0.8377823409,"HBACK","3","F","D","4"
1.36,0.3887748118,"HBACK","1","F","C","3"
4.7,0.6023271732,"STNWG","1","F","A","1"
1.39,0.5639972621,"COUPE","3","F","A","3"
3.54,0.8131416838,"STNWG","2","F","D","5"
1.44,0.4736481862,"UTE","4","F","C","1"
0.89,0.6078028747,"STNWG","4","F","C","3"
0.85,0.4079397673,"HBACK","3","F","B","2"
1.26,0.887063655,"HBACK","2","F","A","5"
1.45,0.5804243669,"UTE","3","M","E","2"
2.4,0.977412731,"STNWG","4","M","D","2"
1.6,0.2628336756,"HBACK","2","F","E","2"
1.65,0.0958247775,"HBACK","2","F","C","4"
1.85,0.5831622177,"HBACK","2","F","A","3"
4.7,0.7857631759,"STNWG","1","M","F","4"
0.9,0.3887748118,"HBACK","3","F","C","5"
1.58,0.4298425736,"HBACK","2","F","C","4"
1.34,0.3915126626,"HBACK","2","F","C","1"
1.52,0.0985626283,"STNWG","4","M","D","6"
1.71,0.681724846,"HBACK","1","F","B","6"
2.3,0.8295687885,"PANVN","2","F","A","5"
1.84,0.6214921287,"HBACK","2","F","A","5"
1.45,0.7145790554,"HBACK","3","M","C","2"
0.37,0.1697467488,"SEDAN","4","F","C","5"
1.06,0.1505817933,"HBACK","4","F","C","2"
1.15,0.7337440109,"HBACK","3","M","A","4"
1.01,0.9418206708,"UTE","3","F","B","2"
1.23,0.0054757016,"HBACK","2","F","A","4"
0.39,0.205338809,"SEDAN","4","F","C","4"
3.96,0.4654346338,"UTE","1","F","C","1"
5.236,0.8843258042,"STNWG","1","F","F","2"
2.25,0.9664613279,"SEDAN","3","M","C","1"
0.82,0.0711841205,"HBACK","4","F","B","4"
0.73,0.6379192334,"HBACK","4","F","B","5"
3.96,0.6379192334,"STNWG","1","F","E","3"
0.85,0.1998631075,"HBACK","4","F","B","3"
1.26,0.0191649555,"HBACK","3","F","C","1"
3.31,0.0191649555,"SEDAN","1","M","D","4"
1.5,0.2902121834,"STNWG","4","F","C","4"
1.75,0.9691991786,"HBACK","2","M","E","5"
1.36,0.1806981519,"UTE","4","M","D","3"
1.68,0.7775496235,"STNWG","3","F","C","3"
1.46,0.1149897331,"UTE","4","M","B","1"
1.01,0.9801505818,"SEDAN","3","M","D","6"
0.37,0.386036961,"SEDAN","4","F","A","5"
0.95,0.8624229979,"SEDAN","4","F","A","2"
1.1,0.8596851472,"SEDAN","3","F","C","2"
0.39,0.5612594114,"SEDAN","4","M","A","2"
1.31,0.3997262149,"HBACK","3","F","A","4"
1.01,0.4517453799,"HBACK","2","F","A","4"
1.46,0.9993155373,"SEDAN","2","F","B","3"
1.79,0.5612594114,"STNWG","4","M","A","1"
1.84,0.6707734428,"SEDAN","2","F","B","6"
3.04,0.7310061602,"STNWG","3","M","A","1"
1.54,0.4024640657,"SEDAN","3","F","C","4"
1.04,0.5284052019,"STNWG","4","M","E","5"
1.01,0.501026694,"HBACK","2","M","C","3"
1.81,0.6406570842,"STNWG","4","M","C","3"
1,0.7857631759,"HBACK","3","F","A","4"
0.99,0.7091033539,"TRUCK","3","M","E","5"
1.06,0.5557837098,"SEDAN","3","F","B","4"
0.54,0.0821355236,"HBACK","4","F","B","4"
1.48,0.0985626283,"HBACK","1","F","A","3"
1.36,0.9993155373,"HBACK","2","F","C","4"
2.26,0.1998631075,"STNWG","4","M","B","3"
1.95,0.7994524298,"SEDAN","1","F","D","4"
1.42,0.6707734428,"SEDAN","3","M","B","2"
3.76,0.4517453799,"STNWG","2","M","E","3"
0.8,0.7665982204,"HBACK","3","F","A","1"
1.33,0.8514715948,"SEDAN","3","M","C","1"
0.53,0.295687885,"HBACK","4","F","A","6"
3.19,0.93908282,"STNWG","1","F","B","2"
1.63,0.8980150582,"HDTOP","3","F","B","3"
2.07,0.4216290212,"SEDAN","2","M","A","3"
1.8,0.6543463381,"SEDAN","3","F","E","5"
0.7,0.6406570842,"UTE","4","M","B","1"
0.38,0.7939767283,"SEDAN","4","F","C","5"
1.18,0.8980150582,"SEDAN","3","F","A","4"
0.93,0.8377823409,"SEDAN","3","F","C","3"
0.76,0.3066392882,"CONVT","4","F","A","2"
1.17,0.9664613279,"COUPE","4","M","B","3"
0.97,0.1122518823,"SEDAN","3","M","C","3"
1.86,0.7008898015,"SEDAN","2","M","A","4"
3.28,0.8323066393,"STNWG","1","M","B","3"
1.53,0.9911019849,"HBACK","2","F","C","4"
0.39,0.0027378508,"HBACK","4","F","D","6"
3.13,0.180698152,"STNWG","2","M","C","4"
3.98,0.7145790554,"STNWG","1","F","E","6"
0.51,0.4490075291,"HBACK","4","F","D","3"
1.79,0.8268309377,"STNWG","4","M","D","3"
1.36,0.2929500342,"COUPE","4","M","B","2"
2.75,0.1533196441,"STNWG","3","F","A","4"
2.94,0.9171800137,"STNWG","2","M","A","4"
0.82,0.6160164271,"HBACK","3","F","C","1"
2.39,0.9336071184,"SEDAN","2","F","C","3"
1.37,0.900752909,"HBACK","1","M","A","2"
1.42,0.3203285421,"HBACK","1","M","F","2"
4.05,0.3367556468,"STNWG","2","M","A","3"
1.44,0.9993155373,"PANVN","3","M","C","3"
0.39,0.7775496235,"SEDAN","4","F","E","5"
1.45,0.8240930869,"UTE","4","F","B","4"
1.76,0.3942505133,"UTE","3","M","D","3"
3.72,0.1204654346,"STNWG","2","F","E","4"
2.64,0.8323066393,"TRUCK","3","F","D","2"
1.69,0.0164271047,"STNWG","3","F","A","4"
0.73,0.4216290212,"SEDAN","4","M","F","2"
1.22,0.7556468172,"HBACK","3","F","C","2"
1.24,0.1560574949,"HBACK","2","M","D","3"
0.73,0.7255304586,"SEDAN","4","F","C","5"
1.97,0.501026694,"STNWG","4","M","C","3"
1.4,0.1013004791,"SEDAN","2","M","C","6"
1.7,0.9664613279,"SEDAN","2","F","A","3"
1.92,0.1067761807,"SEDAN","2","M","C","6"
3.07,0.9418206708,"TRUCK","2","M","D","5"
0.5,0.3559206023,"HBACK","4","F","C","5"
1.15,0.128678987,"SEDAN","3","F","C","5"
1.12,0.4106776181,"HBACK","3","M","B","1"
1.25,0.1341546886,"UTE","4","M","F","3"
1.02,0.1368925394,"STNWG","4","F","D","6"
0.92,0.6406570842,"HBACK","3","M","B","5"
1.85,0.2792607803,"HBACK","1","F","A","2"
3.05,0.257357974,"STNWG","2","F","C","3"
3.11,0.3832991102,"TRUCK","3","M","C","3"
1.17,0.6351813826,"HBACK","2","F","B","2"
1.56,0.076659822,"STNWG","4","F","F","3"
2.16,0.977412731,"SEDAN","2","M","A","4"
1.95,0.9555099247,"UTE","3","F","D","5"
2.16,0.6543463381,"SEDAN","2","F","C","2"
1.82,0.6023271732,"HBACK","2","F","C","5"
0.94,0.4052019165,"SEDAN","3","F","D","2"
1.88,0.3641341547,"UTE","1","F","E","3"
2.11,0.076659822,"UTE","2","M","E","5"
1.43,0.8268309377,"HDTOP","3","F","A","1"
2.67,0.6132785763,"STNWG","4","M","A","3"
1.86,0.2874743326,"STNWG","4","M","B","3"
1.15,0.2792607803,"SEDAN","3","M","C","6"
0.69,0.9965776865,"HBACK","4","F","B","5"
1.15,0.553045859,"UTE","4","M","F","2"
1.86,0.4544832307,"SEDAN","1","F","D","2"
3.16,0.1533196441,"SEDAN","2","M","C","3"
1.62,0.2162902122,"STNWG","4","M","A","3"
2.42,0.93908282,"UTE","3","M","E","2"
1.65,0.4134154689,"SEDAN","2","F","D","4"
1.22,0.7693360712,"STNWG","4","M","D","2"
4,0.8350444901,"STNWG","2","M","C","1"
1.45,0.3285420945,"SEDAN","3","F","C","6"
1.2,0.4134154689,"UTE","4","M","E","2"
1.74,0.5859000684,"STNWG","4","M","A","3"
0.98,0.1259411362,"HBACK","2","F","A","4"
1.65,0.925393566,"SEDAN","2","F","D","5"
1.69,0.3504449008,"HBACK","1","M","C","4"
2.01,0.6105407255,"SEDAN","2","F","B","4"
4.33,0.2819986311,"STNWG","1","F","B","3"
4,0.8049281314,"STNWG","3","F","E","2"
1.52,0.7282683094,"SEDAN","2","F","C","4"
1.18,0.9883641342,"HBACK","4","M","B","3"
0.87,0.6899383984,"HBACK","3","F","D","1"
2.5,0.8514715948,"SEDAN","1","F","B","5"
2.4,0.681724846,"SEDAN","2","M","A","6"
2.01,0.2710472279,"SEDAN","1","M","A","2"
0.93,0.6516084873,"UTE","4","M","E","4"
1.43,0.2327173169,"HBACK","2","M","C","3"
4.86,0.4134154689,"STNWG","1","M","A","3"
0.78,0.8186173853,"HBACK","4","M","C","6"
0.73,0.7310061602,"SEDAN","4","M","B","4"
1.15,0.4982888433,"HBACK","4","M","C","2"
0.83,0.7501711157,"SEDAN","4","M","C","5"
3.22,0.3504449008,"SEDAN","1","F","B","4"
1.83,0.9746748802,"UTE","4","F","F","2"
2.1,0.8596851472,"STNWG","4","M","D","2"
0.31,0.6023271732,"STNWG","4","M","B","6"
2.61,0.7802874743,"STNWG","3","F","E","2"
7.351,0.4654346338,"STNWG","1","F","C","1"
2.41,0.9609856263,"STNWG","3","M","F","3"
0.92,0.6570841889,"SEDAN","3","M","A","5"
1.52,0.9993155373,"HBACK","1","F","D","3"
1.57,0.8268309377,"STNWG","4","M","A","5"
1.9,0.2327173169,"STNWG","4","F","B","1"
0.96,0.257357974,"SEDAN","3","M","C","2"
0.79,0.0191649555,"UTE","4","M","A","2"
2.05,0.8925393566,"PANVN","3","F","C","4"
0.87,0.7529089665,"HBACK","3","F","B","3"
0.82,0.0164271047,"SEDAN","4","M","B","3"
4.63,0.2327173169,"STNWG","1","F","A","5"
2.79,0.5831622177,"STNWG","1","F","C","5"
0.95,0.3969883641,"STNWG","4","M","A","2"
1.15,0.6954140999,"HBACK","4","F","C","3"
0.97,0.5338809035,"SEDAN","3","F","E","6"
1.349,0.5065023956,"HBACK","1","F","B","1"
1.45,0.4982888433,"SEDAN","3","F","D","5"
1.4,0.3449691992,"STNWG","4","M","C","3"
0.73,0.5612594114,"SEDAN","4","F","C","6"
1.51,0.977412731,"HBACK","3","F","C","1"
2.099,0.5612594114,"HBACK","1","F","A","3"
0.87,0.7885010267,"HBACK","3","F","B","2"
1.22,0.6625598905,"STNWG","3","F","D","3"
2.02,0.9199178645,"HBACK","2","F","C","3"
1.07,0.0027378508,"SEDAN","3","F","D","4"
0.62,0.5968514716,"PANVN","4","F","B","2"
1.97,0.681724846,"STNWG","3","F","A","6"
2.54,0.7227926078,"SEDAN","1","F","B","4"
1.15,0.7967145791,"SEDAN","3","F","C","5"
1.54,0.4654346338,"SEDAN","2","M","A","1"
1.77,0.9363449692,"STNWG","4","F","C","4"
2,0.7693360712,"HBACK","1","M","D","5"
2.58,0.3586584531,"STNWG","3","F","A","2"
1.03,0.5941136208,"HBACK","2","F","E","2"
