KIDS,AGE,INCOME,HOMEVAL,MARSTATUS,GENDER,EDUCATION,TRAVTIME,CARUSE,CARTYPE,CLMFREQ,MVRPTS,CARAGE,CLAIMFLAG
0,60,32603,0,No,M,PhD,38,Private,Minivan,4,0,15,No
0,40,30631,0,No,M,Lower,50,Commercial,Pickup,3,5,1,Yes
0,37,85208,0,No,F,Bachelors,26,Private,SportsCar,0,0,14,No
0,52,43393,202835,Yes,F,HighSchool,23,Private,Minivan,2,1,1,No
0,40,74402,247416,Yes,M,HighSchool,43,Commercial,Pickup,2,2,7,Yes
0,51,100919,0,No,F,Bachelors,34,Private,SUV,2,3,1,No
0,60,0,0,No,F,Masters,46,Private,SUV,0,2,10,Yes
0,34,102480,277568,Yes,M,Masters,30,Private,Minivan,0,1,12,No
0,50,227493,559830,No,F,PhD,50,Commercial,Pickup,0,3,16,No
0,33,6607,0,Yes,M,Lower,9,Private,Minivan,0,0,1,Yes
0,30,38898,128607,Yes,M,Masters,14,Private,Pickup,0,0,17,No
0,45,227092,544976,No,M,PhD,11,Commercial,PanelTruck,0,0,20,No
0,47,31610,166942,Yes,M,HighSchool,46,Commercial,Pickup,0,0,3,No
0,48,112684,308937,No,M,Masters,38,Private,Minivan,0,1,12,No
0,47,48058,148046,Yes,M,Masters,56,Private,Van,0,0,18,Yes
0,56,13692,134847,Yes,F,HighSchool,28,Private,SUV,0,0,9,No
0,44,35066,0,No,F,HighSchool,47,Private,SUV,3,6,1,Yes
0,41,47937,0,No,F,Bachelors,16,Private,Minivan,0,1,3,No
0,40,47486,165374,Yes,F,Bachelors,74,Private,SUV,0,1,10,No
0,47,33909,167505,Yes,F,Masters,22,Private,Minivan,0,1,17,No
2,37,58571,0,No,M,Bachelors,29,Commercial,Pickup,0,3,13,No
2,37,16238,65155,Yes,M,Lower,33,Private,Pickup,4,0,1,Yes
0,43,229983,0,No,M,PhD,16,Commercial,PanelTruck,2,1,15,No
0,42,124867,312242,Yes,M,Masters,52,Commercial,Van,0,2,15,No
0,55,83304,238891,Yes,M,Bachelors,40,Private,Minivan,3,3,7,Yes
1,38,82527,0,No,M,Bachelors,36,Commercial,PanelTruck,0,2,10,Yes
0,53,106830,0,No,M,Bachelors,28,Private,Minivan,0,0,7,No
0,31,26119,0,Yes,F,Bachelors,47,Private,SUV,0,0,8,No
0,48,69589,195516,Yes,M,PhD,39,Commercial,PanelTruck,0,1,17,No
0,55,31573,156734,Yes,M,Bachelors,63,Private,Pickup,3,0,8,No
0,41,36807,0,No,M,Lower,37,Commercial,Pickup,0,0,1,No
0,48,12169,0,Yes,F,HighSchool,69,Private,SportsCar,0,1,8,No
2,37,116092,0,No,F,Bachelors,51,Private,Minivan,2,7,9,Yes
1,44,80140,233009,Yes,M,Masters,40,Private,Minivan,0,3,15,No
0,54,107808,278940,Yes,F,Bachelors,45,Commercial,Pickup,3,0,6,No
0,43,0,0,Yes,F,Lower,15,Private,SportsCar,1,9,6,Yes
0,44,124829,0,No,F,Masters,39,Private,SUV,1,0,16,No
0,42,61322,228496,No,M,HighSchool,36,Commercial,Pickup,0,2,1,No
1,41,132114,0,No,M,Masters,33,Commercial,Van,2,5,13,No
0,45,65466,212677,Yes,M,HighSchool,24,Commercial,Pickup,0,2,1,No
0,47,33717,145021,Yes,M,HighSchool,45,Commercial,Pickup,0,0,1,Yes
0,31,58391,187063,Yes,M,HighSchool,34,Commercial,Van,1,0,8,No
0,40,72640,0,No,F,Masters,17,Private,SUV,0,0,14,Yes
0,41,0,0,Yes,F,HighSchool,13,Private,SUV,0,0,5,No
0,40,59645,200891,No,M,Bachelors,24,Private,Minivan,3,2,12,No
0,57,0,0,Yes,M,HighSchool,37,Commercial,Minivan,2,0,11,Yes
0,48,41443,180495,Yes,F,Bachelors,40,Private,SUV,0,0,10,No
0,46,68126,214584,Yes,F,Bachelors,52,Private,Minivan,0,0,6,No
0,42,61415,250198,Yes,F,HighSchool,18,Commercial,Pickup,0,0,1,Yes
0,45,131148,0,No,M,Bachelors,19,Private,Minivan,0,0,8,No
0,49,94062,287762,No,M,Bachelors,15,Private,Minivan,0,2,11,No
0,41,130607,319354,Yes,F,Masters,31,Private,SUV,0,3,21,No
1,42,46177,159806,Yes,M,HighSchool,28,Commercial,Minivan,1,0,10,No
0,44,91653,275424,No,F,HighSchool,48,Commercial,Minivan,0,0,1,No
0,51,78329,255810,Yes,F,Bachelors,15,Commercial,Van,3,1,11,Yes
0,35,8701,80364,Yes,M,Masters,28,Private,Pickup,1,6,17,Yes
0,64,120539,366173,Yes,F,Masters,46,Private,SUV,0,0,17,No
0,46,52932,214272,Yes,F,Masters,15,Commercial,Pickup,3,0,17,No
0,51,61293,242297,Yes,M,HighSchool,26,Commercial,Minivan,0,2,9,No
0,44,67278,220556,Yes,F,Masters,49,Private,Minivan,0,0,16,No
0,44,22960,142579,Yes,M,HighSchool,21,Commercial,Pickup,0,1,10,Yes
0,45,7680,0,Yes,M,Lower,49,Private,Minivan,0,5,5,Yes
1,42,4480,0,No,F,HighSchool,50,Private,SUV,1,4,1,Yes
0,49,214189,0,No,M,PhD,17,Commercial,Van,1,0,12,Yes
0,49,89612,261946,Yes,M,Masters,23,Commercial,Pickup,0,0,23,No
0,48,48866,185826,Yes,F,Bachelors,36,Private,Pickup,0,0,8,No
0,50,53129,229566,Yes,M,Bachelors,10,Private,Van,0,3,13,No
0,55,62924,237604,No,M,Bachelors,39,Commercial,Pickup,0,0,14,Yes
0,34,25989,137836,Yes,M,Lower,48,Private,Minivan,0,4,8,No
0,49,85739,282600,No,M,Bachelors,6,Private,Minivan,3,2,1,No
0,47,107414,0,No,F,Masters,50,Commercial,Pickup,2,2,17,No
0,53,114845,351686,Yes,F,Bachelors,54,Commercial,Pickup,0,0,7,No
2,40,12339,107774,Yes,M,Masters,47,Commercial,Van,3,5,15,Yes
0,45,75109,277896,No,M,Masters,26,Private,Minivan,0,0,19,No
0,43,40791,197873,Yes,M,HighSchool,7,Commercial,Pickup,2,1,1,Yes
0,58,103555,322978,No,F,Masters,49,Private,SportsCar,0,0,17,Yes
0,35,64379,0,No,M,Bachelors,88,Commercial,Minivan,0,0,12,Yes
0,47,76663,286924,Yes,M,Bachelors,52,Commercial,PanelTruck,0,0,13,No
0,51,53288,207371,Yes,F,Masters,42,Private,SUV,1,4,16,No
0,53,58319,206406,No,M,Masters,13,Commercial,PanelTruck,2,2,15,Yes
0,36,21926,106069,Yes,M,Bachelors,44,Commercial,Pickup,2,6,1,No
0,40,71502,213441,Yes,F,Bachelors,20,Commercial,SUV,0,0,10,No
0,58,123288,366424,No,F,PhD,25,Private,SUV,4,1,17,Yes
0,46,60829,192496,Yes,M,Bachelors,23,Commercial,PanelTruck,2,0,16,No
0,53,66062,217993,Yes,M,Bachelors,36,Commercial,PanelTruck,0,0,9,No
0,42,172119,429985,Yes,M,PhD,26,Commercial,Pickup,0,0,12,No
2,45,48124,226555,No,F,HighSchool,26,Private,SUV,0,0,1,Yes
0,53,29429,149217,Yes,M,Lower,33,Private,Minivan,0,3,5,No
0,53,41924,0,No,F,HighSchool,51,Private,SUV,0,0,7,No
1,41,79648,0,No,F,Masters,18,Private,Minivan,0,3,14,No
0,42,34072,160862,Yes,M,Lower,38,Commercial,PanelTruck,1,0,6,No
0,57,113038,283423,Yes,M,HighSchool,5,Commercial,Van,0,2,5,No
1,46,84667,236725,Yes,F,Bachelors,56,Commercial,SUV,0,2,7,No
0,45,89479,239934,Yes,M,Bachelors,30,Private,Minivan,0,0,8,No
0,56,106343,326073,Yes,F,Bachelors,19,Private,SportsCar,0,1,11,No
0,42,34210,186734,Yes,M,HighSchool,34,Private,Minivan,1,0,1,Yes
0,42,50009,0,No,M,Masters,64,Commercial,Van,0,3,14,Yes
0,38,90075,271397,No,F,Masters,40,Private,Minivan,0,2,15,No
0,58,69282,295989,Yes,M,Bachelors,47,Private,Minivan,0,1,13,No
0,33,14369,142305,Yes,F,Lower,37,Private,SUV,0,0,6,No
0,48,156918,432118,Yes,F,PhD,41,Private,Minivan,0,0,14,No
0,42,126762,0,No,F,PhD,54,Private,SUV,3,0,13,No
0,46,50863,199438,Yes,F,HighSchool,17,Commercial,Pickup,0,1,8,No
0,66,35095,200581,Yes,M,Bachelors,40,Private,Pickup,2,2,17,No
0,53,0,0,Yes,F,HighSchool,22,Commercial,PanelTruck,2,2,4,Yes
0,54,0,0,No,F,HighSchool,47,Private,SportsCar,0,4,1,No
0,34,91963,0,No,F,Bachelors,40,Commercial,Minivan,2,4,8,No
0,43,636,0,No,M,Lower,34,Private,Minivan,2,0,5,Yes
0,39,55134,207766,Yes,F,Masters,25,Private,SUV,2,4,21,No
0,50,63799,0,No,M,Lower,43,Private,Minivan,1,3,1,Yes
0,46,44574,0,No,M,Masters,39,Private,Minivan,3,0,21,No
2,45,14856,98109,Yes,F,Lower,29,Private,SUV,0,2,6,No
0,48,151853,440392,Yes,M,PhD,66,Commercial,PanelTruck,2,6,11,No
0,40,62502,201110,Yes,M,Bachelors,31,Commercial,PanelTruck,0,0,11,No
0,25,49576,160042,No,F,Masters,5,Private,SUV,2,1,16,Yes
0,49,36306,184878,Yes,M,HighSchool,39,Commercial,Pickup,0,2,7,No
0,55,64603,217162,Yes,F,HighSchool,20,Private,SUV,3,2,7,No
0,48,49602,196320,Yes,M,HighSchool,10,Commercial,Van,0,0,1,No
0,40,5253,77463,No,F,HighSchool,23,Commercial,Pickup,0,0,1,Yes
1,59,32974,166796,Yes,M,HighSchool,41,Private,Minivan,3,4,1,No
0,51,106090,306975,Yes,M,Bachelors,37,Commercial,Pickup,0,0,1,No
0,46,72207,242596,Yes,F,Masters,32,Private,Minivan,0,1,8,No
0,52,78609,281358,No,M,Bachelors,37,Private,Van,0,0,11,No
0,53,73099,212950,Yes,F,HighSchool,57,Commercial,Pickup,1,0,5,No
0,50,30956,166846,Yes,M,HighSchool,11,Commercial,Van,2,3,7,Yes
0,28,0,0,No,F,Bachelors,49,Private,SUV,2,6,10,Yes
0,57,27281,198619,Yes,F,HighSchool,24,Private,SUV,0,1,1,Yes
0,65,5013,107287,Yes,F,HighSchool,32,Commercial,SportsCar,1,8,8,Yes
0,47,95184,306410,No,M,Bachelors,32,Commercial,Pickup,0,0,2,No
0,51,117016,0,No,F,Masters,23,Private,Minivan,2,6,8,No
1,38,26263,125375,Yes,F,HighSchool,41,Private,SportsCar,0,1,9,No
1,64,42332,186390,Yes,F,Lower,24,Private,SportsCar,0,2,1,No
0,53,180034,0,No,F,PhD,27,Commercial,Pickup,2,3,15,Yes
0,35,71827,193298,Yes,M,HighSchool,46,Commercial,Van,1,7,10,Yes
0,26,53982,152641,Yes,F,Bachelors,37,Commercial,SUV,0,0,1,No
0,53,28637,0,No,M,Lower,48,Private,Pickup,1,1,1,Yes
0,34,0,0,No,F,HighSchool,22,Private,SUV,3,9,1,Yes
0,62,25407,151032,Yes,M,HighSchool,13,Private,SportsCar,0,1,4,No
0,56,59675,240945,Yes,M,Bachelors,39,Private,Minivan,0,0,15,No
1,37,96188,0,No,F,Bachelors,49,Private,SUV,0,1,10,No
0,57,89448,255481,Yes,F,PhD,20,Private,SUV,0,0,14,No
0,51,40481,0,No,F,HighSchool,24,Private,SUV,0,0,1,No
0,41,71537,182239,No,F,Bachelors,22,Private,Van,0,0,7,No
1,44,27052,0,No,F,HighSchool,15,Private,SportsCar,3,8,3,Yes
0,38,20299,99501,Yes,F,Lower,18,Private,SportsCar,0,0,1,No
3,43,36436,0,No,F,Lower,46,Private,Pickup,0,5,1,Yes
2,43,0,98245,Yes,F,HighSchool,39,Private,SUV,0,2,1,No
0,64,36628,195006,No,M,HighSchool,34,Private,Minivan,0,2,9,No
0,56,128950,360515,Yes,F,PhD,37,Private,SUV,0,0,9,No
2,42,134729,343128,No,F,PhD,25,Private,SUV,0,0,13,No
0,46,51225,129042,No,F,HighSchool,48,Private,SportsCar,0,0,1,No
1,36,40983,142139,Yes,F,Lower,5,Private,SportsCar,2,7,1,Yes
0,33,28182,122763,Yes,F,HighSchool,40,Private,SUV,0,4,1,No
1,60,35120,0,No,M,Lower,37,Commercial,Van,0,1,5,Yes
0,57,7280,0,Yes,M,Bachelors,14,Commercial,Minivan,2,6,9,Yes
0,54,74330,0,No,M,Masters,51,Private,Minivan,0,0,19,No
0,44,3985,66681,No,M,HighSchool,17,Private,Minivan,0,0,11,No
0,42,19796,127000,Yes,F,Lower,30,Private,SUV,1,4,1,No
0,49,132359,341357,Yes,M,Masters,40,Commercial,PanelTruck,1,5,15,No
0,58,4334,0,No,M,Bachelors,38,Commercial,Pickup,2,5,13,Yes
1,38,18348,92593,Yes,F,Lower,18,Private,SUV,0,3,1,No
0,36,61320,0,No,F,Bachelors,34,Private,SUV,3,5,12,Yes
0,34,13343,155171,No,F,HighSchool,46,Private,SportsCar,0,0,9,No
0,44,35574,0,No,M,Masters,65,Commercial,Pickup,0,0,15,No
0,39,94726,268126,Yes,M,HighSchool,23,Commercial,PanelTruck,0,0,8,No
0,46,0,0,Yes,F,HighSchool,32,Commercial,SportsCar,1,3,8,No
0,34,0,74744,Yes,F,Bachelors,36,Private,SportsCar,0,0,6,Yes
0,34,0,0,Yes,F,HighSchool,39,Private,SUV,1,0,1,Yes
0,38,79678,255154,Yes,M,Bachelors,68,Commercial,Minivan,0,1,6,No
1,40,53456,166725,Yes,F,Bachelors,19,Private,SUV,1,2,12,No
0,56,118666,335737,Yes,M,Bachelors,59,Commercial,Minivan,0,0,9,No
2,37,28292,0,No,F,HighSchool,47,Private,Minivan,0,2,1,No
0,40,14848,90755,Yes,F,Lower,26,Private,SUV,0,0,4,No
0,41,84766,272923,Yes,M,Masters,29,Commercial,PanelTruck,2,7,18,No
0,57,126348,368289,Yes,M,Masters,36,Commercial,PanelTruck,1,2,17,No
0,30,102113,255135,No,M,HighSchool,37,Private,Van,1,0,1,No
0,33,36351,193200,Yes,M,HighSchool,47,Commercial,Pickup,3,3,13,Yes
0,51,142521,353218,Yes,F,Bachelors,36,Private,Minivan,0,0,11,No
0,46,82037,263995,No,F,Masters,57,Private,SUV,0,0,17,No
0,60,249589,559258,No,F,PhD,41,Commercial,PanelTruck,0,0,14,Yes
0,62,29453,135076,Yes,M,Bachelors,26,Private,SUV,0,0,17,No
0,36,0,0,No,F,Bachelors,38,Commercial,Minivan,3,2,11,Yes
0,43,48184,209188,Yes,F,HighSchool,50,Commercial,SportsCar,2,5,1,No
1,50,116927,0,No,F,PhD,58,Private,SUV,0,7,12,Yes
0,43,92815,247752,Yes,M,Bachelors,36,Private,Minivan,1,5,13,No
0,55,39975,190228,Yes,F,Lower,57,Private,SportsCar,0,0,1,Yes
0,28,64854,205489,Yes,F,Bachelors,46,Private,Minivan,0,0,11,No
0,49,94283,270384,Yes,M,Masters,35,Commercial,PanelTruck,0,1,19,No
0,40,62849,225934,Yes,F,Bachelors,41,Private,Minivan,2,7,8,No
0,46,114924,298660,Yes,M,HighSchool,51,Commercial,PanelTruck,0,0,8,No
0,42,63030,217602,Yes,F,Lower,78,Commercial,PanelTruck,0,0,7,No
0,40,36846,138850,Yes,M,PhD,65,Private,Pickup,1,3,1,No
0,53,98678,268734,Yes,F,Bachelors,25,Private,SUV,0,0,1,No
0,64,18690,0,No,M,Bachelors,31,Private,Minivan,0,0,7,No
0,45,91898,318207,Yes,M,Masters,47,Private,Minivan,0,2,11,No
0,45,22721,143434,Yes,F,Bachelors,31,Private,Minivan,0,1,11,No
0,35,74315,225301,No,M,Masters,60,Commercial,PanelTruck,0,0,10,No
0,47,0,91949,No,M,PhD,52,Private,Pickup,0,0,20,No
0,55,189373,453614,Yes,F,Masters,17,Private,Minivan,0,1,15,No
0,65,0,110627,Yes,F,PhD,43,Private,SUV,0,0,13,No
0,45,16736,102335,Yes,F,Lower,44,Private,SportsCar,0,0,9,No
0,44,178864,428679,No,F,Masters,43,Private,SUV,0,0,15,No
0,45,144467,0,No,F,Masters,39,Private,Minivan,0,0,19,No
0,45,77563,195375,Yes,F,HighSchool,21,Private,SUV,0,0,4,No
0,45,109237,0,No,F,Masters,17,Private,SUV,0,0,19,No
0,37,79846,0,No,F,Lower,35,Commercial,SUV,0,0,1,No
0,56,133296,390866,Yes,F,PhD,24,Private,Minivan,0,0,13,No
0,56,108027,0,No,F,PhD,14,Private,SUV,0,1,15,No
0,42,97054,282590,No,M,Masters,40,Private,Van,0,0,17,No
0,28,38305,135831,Yes,F,Masters,42,Private,Minivan,1,6,15,Yes
0,46,35564,179331,Yes,M,Bachelors,27,Private,Minivan,0,1,7,No
2,61,108990,0,No,M,PhD,34,Private,SUV,0,0,12,Yes
0,72,63890,256797,Yes,F,Masters,41,Private,SportsCar,3,0,6,Yes
0,51,65245,242164,No,M,Bachelors,42,Commercial,PanelTruck,2,0,8,No
0,42,155570,0,No,F,PhD,39,Private,SUV,3,0,13,Yes
0,41,16680,0,No,F,Lower,7,Private,SUV,0,0,6,No
0,46,122086,347291,No,F,Masters,5,Private,SportsCar,0,0,11,No
1,56,83464,316391,Yes,F,HighSchool,37,Private,SUV,2,3,1,No
2,39,25687,106801,Yes,F,HighSchool,49,Commercial,SUV,0,1,1,No
0,39,152271,0,No,M,PhD,30,Commercial,Van,0,1,18,No
0,45,46846,224065,Yes,F,Bachelors,49,Private,SUV,0,0,10,No
0,45,76115,262673,Yes,M,HighSchool,5,Commercial,Minivan,0,3,1,No
0,49,44316,0,No,F,HighSchool,24,Private,SUV,0,0,8,No
0,46,154985,0,No,F,PhD,29,Private,Pickup,0,4,10,No
0,36,17884,114530,Yes,M,Lower,37,Commercial,Minivan,0,1,1,No
0,51,58184,231102,Yes,F,HighSchool,11,Private,Minivan,0,0,1,No
0,38,53532,0,No,F,Lower,53,Private,SportsCar,3,4,4,Yes
0,47,102445,364620,Yes,F,Masters,57,Private,Minivan,0,1,10,No
0,31,33483,114256,Yes,F,HighSchool,26,Private,SUV,0,5,6,No
0,54,4716,120571,Yes,M,HighSchool,25,Private,Pickup,0,1,1,Yes
0,53,54839,199023,No,F,Masters,43,Private,SUV,2,1,16,No
0,53,189052,0,No,M,PhD,31,Private,Minivan,4,0,1,Yes
0,52,120123,345102,Yes,M,Masters,29,Commercial,Van,3,1,13,No
0,44,67278,220556,Yes,F,Masters,49,Private,SUV,0,2,16,No
0,45,28453,126662,Yes,M,HighSchool,30,Private,Minivan,2,5,1,Yes
0,56,18261,98659,Yes,F,Lower,32,Private,SUV,0,0,1,No
0,32,27462,0,No,F,HighSchool,30,Private,SUV,0,0,1,No
1,40,67700,200231,No,M,Bachelors,47,Private,Van,4,4,7,Yes
0,44,96210,247876,Yes,M,Masters,15,Commercial,Pickup,0,0,16,No
0,52,27616,167006,Yes,M,Masters,49,Private,Minivan,0,0,10,No
1,42,3374,0,No,F,Lower,74,Private,Minivan,2,4,1,No
0,50,154602,0,No,M,Masters,36,Private,Pickup,0,1,11,No
2,42,72710,0,No,F,Masters,67,Private,SportsCar,0,1,12,No
0,36,76845,0,No,F,HighSchool,34,Private,Minivan,0,0,11,No
0,51,67954,0,No,F,Masters,53,Private,SUV,3,3,17,Yes
0,62,43775,173539,Yes,M,Bachelors,32,Commercial,SportsCar,0,0,1,No
0,45,153009,416576,Yes,M,PhD,22,Commercial,PanelTruck,1,3,18,No
0,52,138004,343853,No,F,PhD,10,Private,Pickup,0,0,10,No
0,47,120150,318649,Yes,M,Masters,20,Commercial,Van,0,1,15,No
0,41,109957,260749,Yes,F,Masters,50,Private,SportsCar,0,1,18,Yes
0,49,53765,0,No,F,Bachelors,5,Private,SUV,0,0,1,No
0,50,102191,308402,Yes,M,Masters,55,Commercial,Van,2,0,21,No
0,50,59812,0,No,M,HighSchool,27,Commercial,Minivan,2,0,1,No
0,53,86100,268336,Yes,M,Masters,48,Private,Minivan,0,1,15,No
0,50,238724,576824,Yes,F,PhD,37,Private,Minivan,0,0,15,No
0,52,70198,239210,Yes,M,Bachelors,41,Commercial,PanelTruck,0,0,9,Yes
0,35,49299,162024,Yes,M,HighSchool,54,Private,Pickup,0,0,7,No
0,25,47996,159776,No,M,HighSchool,5,Commercial,Pickup,0,3,9,Yes
0,49,0,87080,Yes,M,HighSchool,69,Commercial,Pickup,3,7,1,Yes
0,40,80317,277050,Yes,F,Bachelors,42,Private,SUV,0,3,8,No
0,53,26429,163090,Yes,F,Lower,42,Private,SUV,0,0,1,No
0,56,125135,361933,Yes,F,PhD,66,Private,SUV,2,1,14,No
0,47,56256,209158,Yes,M,HighSchool,25,Commercial,Minivan,2,1,1,No
0,36,0,0,Yes,F,Lower,37,Private,SUV,0,3,1,No
0,52,68992,216986,No,F,Bachelors,36,Commercial,Minivan,0,3,10,No
1,44,13587,130260,Yes,F,HighSchool,43,Private,SportsCar,0,0,6,No
1,40,131449,0,No,F,Masters,18,Commercial,Van,3,4,11,Yes
0,70,62304,214707,Yes,F,HighSchool,5,Private,SportsCar,4,5,1,No
0,58,0,0,Yes,M,HighSchool,29,Commercial,Pickup,3,8,1,No
0,51,163219,0,No,M,Masters,26,Commercial,Pickup,0,1,20,Yes
0,50,109786,348666,Yes,F,HighSchool,35,Private,Minivan,0,0,8,No
0,49,45471,170808,Yes,F,Bachelors,14,Private,SUV,0,0,7,No
0,57,162519,0,No,F,PhD,25,Private,Minivan,3,2,14,Yes
0,37,64020,0,No,F,Bachelors,42,Private,Minivan,0,1,10,No
0,41,78284,0,No,F,Masters,32,Private,Minivan,0,0,16,No
0,36,26820,172039,Yes,M,HighSchool,70,Private,Minivan,0,2,1,No
0,31,42456,149155,Yes,F,HighSchool,22,Commercial,SUV,0,0,1,No
1,34,33197,123199,Yes,F,HighSchool,29,Private,SUV,0,0,6,No
0,43,0,0,Yes,M,Lower,25,Private,Minivan,1,0,1,No
0,43,96399,285628,Yes,F,PhD,51,Private,SUV,4,1,12,Yes
0,40,122543,326327,Yes,M,Bachelors,28,Commercial,PanelTruck,0,2,15,No
1,39,41376,176065,Yes,F,HighSchool,58,Private,SUV,2,4,5,No
0,43,60973,0,No,F,Bachelors,56,Commercial,SportsCar,0,1,8,Yes
0,32,0,0,No,F,Bachelors,28,Commercial,SUV,3,0,11,Yes
0,38,107333,291184,Yes,M,Bachelors,5,Commercial,Minivan,3,4,12,Yes
0,37,47043,210595,Yes,M,HighSchool,21,Commercial,Pickup,0,3,8,No
0,42,29346,141995,Yes,M,HighSchool,36,Commercial,Pickup,0,0,1,No
0,47,80232,0,No,M,PhD,32,Private,Minivan,2,0,16,No
0,46,26266,125951,Yes,F,Bachelors,20,Private,SportsCar,1,4,7,No
0,38,25123,101352,Yes,M,Lower,52,Private,Pickup,0,1,1,No
0,46,103884,305037,No,M,Masters,47,Commercial,Van,0,0,14,No
0,38,0,0,Yes,F,Bachelors,29,Commercial,SportsCar,1,5,11,Yes
0,42,129274,281200,Yes,M,PhD,64,Private,Pickup,0,1,22,No
0,47,0,0,Yes,M,HighSchool,33,Commercial,Pickup,3,1,8,Yes
0,50,58945,0,No,F,Bachelors,18,Private,SportsCar,1,0,10,Yes
0,38,2726,0,Yes,M,Lower,51,Private,Minivan,0,0,1,Yes
0,46,70307,226429,Yes,F,Bachelors,36,Commercial,SUV,2,0,10,No
0,30,0,62607,Yes,F,HighSchool,40,Private,Minivan,0,0,1,No
0,46,30111,164877,No,M,Lower,28,Private,Minivan,0,1,1,Yes
0,52,147666,405910,Yes,F,Masters,43,Private,Minivan,0,0,17,No
1,42,0,0,No,F,Lower,29,Private,SportsCar,0,3,8,Yes
0,41,89968,258626,Yes,M,Bachelors,39,Commercial,Minivan,0,0,11,No
0,66,86112,278597,Yes,M,Masters,18,Private,SUV,0,0,9,No
0,36,75587,0,No,M,Bachelors,36,Commercial,Van,1,2,6,No
0,52,146020,372705,No,M,PhD,40,Commercial,Van,2,3,13,No
0,60,99441,0,No,M,PhD,51,Commercial,PanelTruck,0,0,13,No
0,44,16352,134164,Yes,F,HighSchool,37,Private,SUV,1,1,1,Yes
0,48,51920,167105,Yes,F,HighSchool,31,Private,SUV,3,0,1,Yes
0,48,88552,0,No,M,Bachelors,16,Private,Minivan,0,1,10,No
0,47,22213,158705,No,F,Bachelors,33,Private,SUV,0,3,1,No
0,59,45594,0,No,F,HighSchool,31,Commercial,SUV,1,0,9,Yes
0,50,83871,283832,Yes,M,Bachelors,20,Commercial,PanelTruck,0,0,7,No
0,44,0,100846,Yes,F,Bachelors,36,Private,SportsCar,1,0,13,No
0,57,62411,260638,Yes,M,Masters,31,Commercial,PanelTruck,3,6,19,No
0,43,41229,0,Yes,F,HighSchool,43,Private,SUV,2,3,5,No
0,53,52019,213950,Yes,M,Bachelors,52,Commercial,Van,1,0,11,No
0,52,89124,250040,Yes,F,PhD,17,Private,SUV,0,0,13,No
0,47,61880,191991,Yes,M,Bachelors,30,Private,Van,0,0,11,No
0,52,605,0,No,F,HighSchool,45,Private,Minivan,0,0,5,No
0,47,190579,471490,No,F,PhD,39,Private,SUV,0,0,16,No
0,31,20555,128048,Yes,F,HighSchool,26,Private,SUV,2,5,11,Yes
0,51,195074,437248,Yes,F,PhD,26,Private,SUV,0,0,14,No
0,42,80130,231747,Yes,M,HighSchool,6,Commercial,Minivan,1,9,1,Yes
0,49,37781,167789,Yes,M,HighSchool,41,Private,Pickup,0,0,6,No
0,43,110705,0,No,M,Masters,50,Private,Minivan,0,0,18,No
0,34,41816,151776,Yes,F,Bachelors,65,Commercial,Minivan,0,0,8,No
0,33,5063,118608,Yes,M,Bachelors,28,Commercial,PanelTruck,3,0,11,Yes
0,52,284898,645241,Yes,M,PhD,33,Commercial,PanelTruck,0,0,19,No
0,55,98129,232845,Yes,F,Bachelors,35,Private,SUV,0,1,7,No
2,39,92000,301965,Yes,M,Bachelors,50,Private,Minivan,3,2,1,Yes
0,50,36605,184411,Yes,M,HighSchool,48,Commercial,Van,3,4,1,No
0,38,3136,0,No,M,Lower,39,Commercial,Minivan,0,0,8,No
0,51,0,0,No,F,Lower,36,Private,SUV,0,1,4,No
0,66,84791,0,No,M,Masters,10,Private,SUV,1,0,13,No
0,47,31957,156435,Yes,M,HighSchool,24,Private,Minivan,0,0,6,No
0,49,26301,0,Yes,F,Bachelors,32,Commercial,SUV,1,3,12,No
0,31,0,0,Yes,M,Lower,18,Private,Pickup,1,3,1,No
2,41,29829,82793,Yes,F,Lower,42,Private,SUV,0,0,5,No
0,41,104436,304883,Yes,F,Bachelors,5,Private,SUV,0,1,9,No
0,53,122959,342426,No,M,PhD,33,Private,Van,0,0,20,No
0,54,25929,187573,Yes,M,Lower,5,Commercial,Pickup,0,2,7,No
0,17,40015,152243,No,M,HighSchool,50,Commercial,PanelTruck,2,7,1,Yes
1,45,0,0,No,M,HighSchool,36,Private,Minivan,3,0,1,Yes
2,45,61705,217907,No,M,HighSchool,68,Commercial,Minivan,3,0,1,Yes
0,41,69638,216395,No,M,Masters,45,Private,Minivan,0,0,19,Yes
0,30,26226,165178,Yes,F,HighSchool,68,Private,SportsCar,1,0,1,No
0,34,21868,74301,Yes,F,HighSchool,42,Private,Minivan,0,0,5,No
0,57,78467,0,No,F,PhD,45,Commercial,PanelTruck,4,7,14,No
0,48,21246,115947,No,F,Lower,48,Private,SUV,3,5,3,No
0,48,89404,288123,No,M,Bachelors,35,Private,Minivan,0,0,11,No
0,51,0,109799,Yes,M,HighSchool,29,Commercial,Pickup,0,0,7,No
0,55,108409,307730,Yes,M,Bachelors,56,Private,Minivan,0,3,10,No
0,41,55364,0,No,M,HighSchool,17,Commercial,PanelTruck,0,3,1,No
0,46,106409,0,No,F,Masters,42,Commercial,Pickup,1,0,18,Yes
0,33,23514,105036,Yes,F,HighSchool,27,Private,SUV,0,0,7,No
0,33,79118,228495,Yes,M,HighSchool,32,Commercial,Pickup,2,1,6,No
